type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_page_148582598625640	148582598625640_638379079645987	https://www.facebook.com/148582598625640/posts/638379079645987	"A Avenida Nossa Senhora da Piedade no Santos Dumont está nos últimos detalhes para receber a procissão de Corpus Christi que acontece nesta quinta-feira  26  a partir das 17h. Mas desde cedo a população estará na rua para iniciar a montagem dos tradicionais tapetes processionais. Equipes da Prefeitura já estão no local dando os retoques finais para receber fiéis e todos o que irão prestigiar a celebração religiosa."	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/13226820_638379079645987_1061386918351854248_n.jpg?oh=c70f637f96e9f93669a05aee3aaa4b1e&oe=59C5B137	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/13226820_638379079645987_1061386918351854248_n.jpg?oh=f3a7ecb1fafa24b78d91edac2015430c&oe=5A05BDC8	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/638379079645987/?type=3	facebook.com	2016-05-24T19:54:17+0000	1464119657	"2016-05-24 21:54:17"	53	5	57	19	81	3	2	1	3	0	52	0	0	0	1	3	0
photo	post_page_148582598625640	148582598625640_638377669646128	https://www.facebook.com/148582598625640/posts/638377669646128	"A prática saudável de esportes traz muito benefícios  principalmente na infância e adolescência. Desenvolve a mente e ajuda no crescimento saudável O projeto Bariri em Movimento levou 110 crianças do 1º ano ao 5º da Escola Estadual Governador Valadares  ao Parque do Bariri. As atividades esportivas e artísticas desenvolvem o corpo e a mente."	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/13221030_638377669646128_7850514893974414137_n.jpg?oh=a31eb3321f9dd1be2afe3875e01e7361&oe=5A02DBC3	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/13221030_638377669646128_7850514893974414137_n.jpg?oh=ddc6fd9c386fcb8762d8c0970203c5bb&oe=59D5113C	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/638377669646128/?type=3	facebook.com	2016-05-24T19:50:22+0000	1464119422	"2016-05-24 21:50:22"	51	0	51	4	55	0	0	0	0	0	50	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_638372466313315	https://www.facebook.com/148582598625640/posts/638372466313315	"Equipe pará-minense disputa ju-jitsu em Goiânia  Com apoio da Prefeitura atletas se preparam para o Mundial no fim do ano  http://www.parademinas.mg.gov.br/equipe-para-minense-disputa-ju-jitsu-em-goiania/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c21.0.130.130/p130x130/12384987_6046923948004_1070210215_n.png?oh=67206c10f2481af1e429a4ceda936b06&oe=59C4A7C9	https://scontent.xx.fbcdn.net/v/t45.1600-4/12384987_6046923948004_1070210215_n.png?oh=baba5d9b14ad7b15f0bb80f1e127e39e&oe=59D497BD	http://www.parademinas.mg.gov.br/equipe-para-minense-disputa-ju-jitsu-em-goiania/	parademinas.mg.gov.br	2016-05-24T19:26:43+0000	1464118003	"2016-05-24 21:26:43"	31	0	31	15	46	0	0	0	0	0	31	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_638372076313354	https://www.facebook.com/148582598625640/posts/638372076313354	"Promaf promove atividade intergeracional entre crianças e idosos  Cidade Ozanan recebe visita de socioeducandos para um dia de lazer  http://www.parademinas.mg.gov.br/promaf-promove-atividade-intergeracional-entre-criancas-e-idosos/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c56.0.130.130/p130x130/12726622_6046923944204_1564686754_n.png?oh=fa3d05bd7be09c71e1145aed823ee862&oe=59C5FF2A	https://scontent.xx.fbcdn.net/v/t45.1600-4/12726622_6046923944204_1564686754_n.png?oh=6d1bb3cd431a32f6cad23be319724d5a&oe=59CA91CC	http://www.parademinas.mg.gov.br/promaf-promove-atividade-intergeracional-entre-criancas-e-idosos/	parademinas.mg.gov.br	2016-05-24T19:24:33+0000	1464117873	"2016-05-24 21:24:33"	27	1	28	10	39	1	1	0	0	0	27	1	0	0	0	0	0
link	post_page_148582598625640	148582598625640_638371326313429	https://www.facebook.com/148582598625640/posts/638371326313429	"Projeto Girassol realiza plano de expansão  Escola CAIC agora faz parte da Viagem do Bem  http://www.parademinas.mg.gov.br/projeto-girassol-realiza-plano-de-expansao/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c66.0.130.130/p130x130/12600859_6046923937404_1009303998_n.png?oh=89ca41207eb7021365c6af4a6946ed09&oe=5A106F96	https://scontent.xx.fbcdn.net/v/t45.1600-4/12600859_6046923937404_1009303998_n.png?oh=9c7b321a744fd5f1b943dd3826a95b63&oe=59D3CB31	http://www.parademinas.mg.gov.br/projeto-girassol-realiza-plano-de-expansao/	parademinas.mg.gov.br	2016-05-24T19:21:59+0000	1464117719	"2016-05-24 21:21:59"	17	0	18	13	31	0	0	0	0	0	17	1	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_638367246313837	https://www.facebook.com/148582598625640/posts/638367246313837	"Prefeitura de Pará de Minas added a new photo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13245368_638367246313837_3856017790312416106_n.jpg?oh=03f5a89a179e9c873d3c5294fb6d3578&oe=59D19EA7	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13245368_638367246313837_3856017790312416106_n.jpg?oh=c2f636008be4a10de82a19bb8f86ef30&oe=5A119A58	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/638367246313837/?type=3	facebook.com	2016-05-24T19:03:40+0000	1464116620	"2016-05-24 21:03:40"	5	0	5	1	6	0	0	0	0	0	5	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_638337322983496	https://www.facebook.com/148582598625640/posts/638337322983496	"Prefeitura atende solicitação de moradores  Quadra do bairro Padre Libério passará por reforma  http://www.parademinas.mg.gov.br/prefeitura-atende-solicitacao-de-moradores/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c57.0.130.130/p130x130/12726659_6046918234804_229679697_n.png?oh=12e1fac2bc32f3a858fe4b9406235641&oe=5A045555	https://scontent.xx.fbcdn.net/v/t45.1600-4/12726659_6046918234804_229679697_n.png?oh=22e67e9df2e4f1372e1cfcc7b6f64388&oe=5A0311DF	http://www.parademinas.mg.gov.br/prefeitura-atende-solicitacao-de-moradores/	parademinas.mg.gov.br	2016-05-24T17:12:01+0000	1464109921	"2016-05-24 19:12:01"	21	1	22	9	32	1	1	0	1	0	20	0	0	1	0	0	0
link	post_page_148582598625640	148582598625640_638225082994720	https://www.facebook.com/148582598625640/posts/638225082994720	"Semifinais colocam times tradicionais frente a frente no Sub-18  Guarani e Paraminense fazem a final  http://www.parademinas.mg.gov.br/semifinais-colocam-times-tradicionais-frente-a-frente-no-sub-18/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c50.0.130.130/p130x130/12409198_6046899899004_526008475_n.png?oh=14a6df8d3d0f7295d7d36e1783c69b1f&oe=5A0A45C1	https://scontent.xx.fbcdn.net/v/t45.1600-4/12409198_6046899899004_526008475_n.png?oh=ab3427f67aeba42b213ff8edcd38768e&oe=59CC16DD	http://www.parademinas.mg.gov.br/semifinais-colocam-times-tradicionais-frente-a-frente-no-sub-18/	parademinas.mg.gov.br	2016-05-24T12:52:15+0000	1464094335	"2016-05-24 14:52:15"	17	0	17	5	22	0	0	0	0	0	17	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_636230539860841	https://www.facebook.com/148582598625640/posts/636230539860841	"Rede Cidadã continua cumprindo papel social  Formatura recheada de emoção é início da vida profissional de muitos jovens  http://www.parademinas.mg.gov.br/rede-cidada-continua-cumprindo-papel-social/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c66.0.130.130/p130x130/11410265_6046653311404_1632495599_n.png?oh=0bc9470ed91f2c89420f1e39dd9dd539&oe=59D16331	https://scontent.xx.fbcdn.net/v/t45.1600-4/11410265_6046653311404_1632495599_n.png?oh=d473fa7de1f1698bb012da189fd59a3c&oe=5A107D96	http://www.parademinas.mg.gov.br/rede-cidada-continua-cumprindo-papel-social/	parademinas.mg.gov.br	2016-05-19T19:23:28+0000	1463685808	"2016-05-19 21:23:28"	27	0	27	9	36	0	0	0	0	0	26	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_636205193196709	https://www.facebook.com/148582598625640/posts/636205193196709	"Roda de Conversa orienta pais quanto aos riscos e responsabilidades  “Identificação e prevenção ao uso e abuso do álcool e outras drogas”  http://www.parademinas.mg.gov.br/roda-de-conversa-orienta-pais-quanto-aos-riscos-e-responsabilidades/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c42.0.130.130/p130x130/12520916_6046653308004_1404035573_n.png?oh=17ac9798a83cdad9bd065a05504bdce8&oe=5A0D29DB	https://scontent.xx.fbcdn.net/v/t45.1600-4/12520916_6046653308004_1404035573_n.png?oh=8b568e33d8212b51d31e8e13376100c4&oe=5A10EABC	http://www.parademinas.mg.gov.br/roda-de-conversa-orienta-pais-quanto-aos-riscos-e-responsabilidades/	parademinas.mg.gov.br	2016-05-19T18:08:14+0000	1463681294	"2016-05-19 20:08:14"	32	0	32	11	43	0	0	0	0	0	30	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_636204049863490	https://www.facebook.com/148582598625640/posts/636204049863490	"Técnicos participam de capacitação sobre violência sexual contra crianças  Para enfrentar o crescente problema  profissionais do CRE buscam interação com especialista  http://www.parademinas.mg.gov.br/tecnicos-participam-de-capacitacao-sobre-violencia-sexual-contra-criancas/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c50.0.130.130/p130x130/12600893_6046653298404_1675270286_n.png?oh=1a1b2c2f5610fbe026bdc7a14628c641&oe=59D383DD	https://scontent.xx.fbcdn.net/v/t45.1600-4/12600893_6046653298404_1675270286_n.png?oh=672db5a34ca229f9b379b6a6ae5468d5&oe=5A1095DA	http://www.parademinas.mg.gov.br/tecnicos-participam-de-capacitacao-sobre-violencia-sexual-contra-criancas/	parademinas.mg.gov.br	2016-05-19T18:02:56+0000	1463680976	"2016-05-19 20:02:56"	16	0	16	7	23	0	0	0	0	0	16	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_636093293207899	https://www.facebook.com/148582598625640/posts/636093293207899	"Parque do Bariri receberá 110 crianças nesta sexta-feira  Atividades fora da sala de aula vão divertir as crianças  http://www.parademinas.mg.gov.br/parque-do-bariri-recebera-110-criancas-nesta-sexta-feira/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c65.0.130.130/p130x130/12520892_6046629613804_2079395072_n.png?oh=c22b351b3f8bbe320fe650a53d44dd40&oe=5A066017	https://scontent.xx.fbcdn.net/v/t45.1600-4/12520892_6046629613804_2079395072_n.png?oh=6634f1438857095b2381e8e3dff96098&oe=59D69560	http://www.parademinas.mg.gov.br/parque-do-bariri-recebera-110-criancas-nesta-sexta-feira/	parademinas.mg.gov.br	2016-05-19T13:11:52+0000	1463663512	"2016-05-19 15:11:52"	42	2	43	12	57	2	2	0	0	0	40	1	0	0	0	0	0
link	post_page_148582598625640	148582598625640_636092626541299	https://www.facebook.com/148582598625640/posts/636092626541299	"Arte na Escola  Na Escola Municipal Francisco Severo de Oliveira  alunos se revelam com material diferenciado  http://www.parademinas.mg.gov.br/arte-na-escola/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c59.0.130.130/p130x130/12600899_6046629587604_239117199_n.png?oh=7ede79b72a3791c7bff4cf4d9ae4d0bc&oe=59D740B2	https://scontent.xx.fbcdn.net/v/t45.1600-4/12600899_6046629587604_239117199_n.png?oh=41d7e1525ea69d5101d0a968fe02cf8e&oe=59D6CA55	http://www.parademinas.mg.gov.br/arte-na-escola/	parademinas.mg.gov.br	2016-05-19T13:09:01+0000	1463663341	"2016-05-19 15:09:01"	34	2	34	6	42	2	2	0	0	0	33	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_636089606541601	https://www.facebook.com/148582598625640/posts/636089606541601	"Capacitação para encarar novos desafios  Especialistas em educação multiplicarão conhecimentos junto aos profissionais das escolas onde atuam  http://www.parademinas.mg.gov.br/capacitacao-para-encarar-novos-desafios/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c84.0.130.130/p130x130/12061514_6046629557004_1448586247_n.png?oh=a96d1bf31e3f88484d99221dceac87f2&oe=5A0BB03D	https://scontent.xx.fbcdn.net/v/t45.1600-4/12061514_6046629557004_1448586247_n.png?oh=bf091b4088db2d87d73b239744746ea5&oe=5A043D7C	http://www.parademinas.mg.gov.br/capacitacao-para-encarar-novos-desafios/	parademinas.mg.gov.br	2016-05-19T12:55:16+0000	1463662516	"2016-05-19 14:55:16"	24	0	24	6	30	0	0	0	0	0	24	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_636076809876214	https://www.facebook.com/148582598625640/posts/636076809876214	"Caça Aedes disponível agora para iOS.  Clique e faça o Download:  ➡➡ https://itunes.apple.com/us/app/caca-aedes/id1106018310?mt=8"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/13240101_636076809876214_6658029769872094732_n.png?oh=93017ebd2d073b2ae9b30e1774b60acf&oe=59CC2634	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/13240101_636076809876214_6658029769872094732_n.png?oh=86f5b3b436bf7a2d339f02059a22a56c&oe=5A08E0CB	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/636076809876214/?type=3	facebook.com	2016-05-19T12:34:28+0000	1463661268	"2016-05-19 14:34:28"	9	0	9	7	16	0	0	0	0	0	9	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_635815083235720	https://www.facebook.com/148582598625640/posts/635815083235720	"Dia Nacional da Luta Antimanicomial é celebrada em Pará de Minas  2ª Roda de Conversa contou com a presença do psiquiatra e homeopata Dr. Alóisio Andrade  http://www.parademinas.mg.gov.br/dia-nacional-da-luta-antimanicomial-e-celebrada-em-para-de-minas/"	https://external.xx.fbcdn.net/safe_image.php?d=AQCE9iPAWinfnFgW&w=130&h=130&url=http%3A%2F%2Fi2.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F05%2FDSC0842-Copy.jpg%3Ffit%3D1200%252C795&cfs=1&sx=180&sy=0&sw=794&sh=794&_nc_hash=AQCoMLfWLq2oClly	https://external.xx.fbcdn.net/safe_image.php?d=AQBEZmn2YY8J-6Xd&url=http%3A%2F%2Fi2.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F05%2FDSC0842-Copy.jpg%3Ffit%3D1200%252C795&_nc_hash=AQAv4dObTjOe2XpV	http://www.parademinas.mg.gov.br/dia-nacional-da-luta-antimanicomial-e-celebrada-em-para-de-minas/	parademinas.mg.gov.br	2016-05-18T20:25:52+0000	1463603152	"2016-05-18 22:25:52"	15	0	15	13	28	0	0	0	0	0	15	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_635787359905159	https://www.facebook.com/148582598625640/posts/635787359905159	"Prefeitura entrega 100 uniformes a socioeducandos  Projeto AABB Comunidade teve noite de capoeira  http://www.parademinas.mg.gov.br/prefeitura-entrega-100-uniformes-a-socioeducandos/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c0.0.130.130/p130x130/12520917_6046582650804_2082263304_n.png?oh=988233d03220efb9d3c098a65e910418&oe=5A0E4B0E	https://scontent.xx.fbcdn.net/v/t45.1600-4/12520917_6046582650804_2082263304_n.png?oh=347cf49d4a3ca7e3e649cfb9c167d47e&oe=59D17135	http://www.parademinas.mg.gov.br/prefeitura-entrega-100-uniformes-a-socioeducandos/	parademinas.mg.gov.br	2016-05-18T18:57:24+0000	1463597844	"2016-05-18 20:57:24"	40	3	41	15	59	2	2	0	0	0	39	0	1	0	0	0	0
link	post_page_148582598625640	148582598625640_635701096580452	https://www.facebook.com/148582598625640/posts/635701096580452	"Sala de Ensaio recebe pianista renomado  Aberto ao diálogo entre artista e público  projeto vai mexer com a emoção ao resgatar trilhas sonoras de clássicos do cinema  http://www.parademinas.mg.gov.br/sala-de-ensaio-recebe-pianista-renomado/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c10.0.130.130/p130x130/12521047_6046572987404_1256697329_n.png?oh=3e98b9b5cc024706c449695cd561688c&oe=5A09BF8B	https://scontent.xx.fbcdn.net/v/t45.1600-4/12521047_6046572987404_1256697329_n.png?oh=01b28217a4956c213bceb98084dae5f2&oe=59D78C31	http://www.parademinas.mg.gov.br/sala-de-ensaio-recebe-pianista-renomado/	parademinas.mg.gov.br	2016-05-18T14:04:47+0000	1463580287	"2016-05-18 16:04:47"	24	1	25	10	36	1	1	0	0	0	23	0	1	0	0	0	0
