type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_page_148582598625640	148582598625640_632577123559516	https://www.facebook.com/148582598625640/posts/632577123559516	"Prefeitura de Pará de Minas added a new photo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13178517_632577123559516_3761667607311415845_n.jpg?oh=6c7988552a34211a76bda47069ac09ed&oe=59D3D4D2	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13178517_632577123559516_3761667607311415845_n.jpg?oh=06c2a1809ab036217a5ba83e5b119644&oe=5A0EFA2D	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/632577123559516/?type=3	facebook.com	2016-05-10T18:49:25+0000	1462906165	"2016-05-10 20:49:25"	6	0	6	3	9	0	0	0	0	0	6	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_632575610226334	https://www.facebook.com/148582598625640/posts/632575610226334	"Margens do Paciência recebe cuidados  Na Ponte da Amizade  no bairro Dom Bosco  mato foi retirado por equipes da Prefeitura  http://www.parademinas.mg.gov.br/margens-do-paciencia-recebe-cuidados/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c21.0.130.130/p130x130/12521105_6046119028004_366050916_n.png?oh=9afc40deadccf9e417d198298f7429ce&oe=59D3C5CE	https://scontent.xx.fbcdn.net/v/t45.1600-4/12521105_6046119028004_366050916_n.png?oh=0f19d1e4869920eaac41440d523e495e&oe=5A00834D	http://www.parademinas.mg.gov.br/margens-do-paciencia-recebe-cuidados/	parademinas.mg.gov.br	2016-05-10T18:44:36+0000	1462905876	"2016-05-10 20:44:36"	25	1	26	7	34	1	1	0	0	0	25	1	0	0	0	0	0
link	post_page_148582598625640	148582598625640_632575000226395	https://www.facebook.com/148582598625640/posts/632575000226395	"Nossas praças bem cuidadas  Prefeitura continua trabalho de manutenção em praças por toda a cidade  http://www.parademinas.mg.gov.br/nossas-pracas-bem-cuidadas/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c21.0.130.130/p130x130/12480893_6046119017004_275158710_n.png?oh=1840a41885d54afc84e2a174d7192057&oe=5A00782A	https://scontent.xx.fbcdn.net/v/t45.1600-4/12480893_6046119017004_275158710_n.png?oh=2264e936a5eef851a71e6667563ae538&oe=59D22CA9	http://www.parademinas.mg.gov.br/nossas-pracas-bem-cuidadas/	parademinas.mg.gov.br	2016-05-10T18:41:54+0000	1462905714	"2016-05-10 20:41:54"	24	0	24	11	35	0	0	0	0	0	23	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_632569303560298	https://www.facebook.com/148582598625640/posts/632569303560298	"Prefeitura de Pará de Minas added a new photo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13151519_632569303560298_6808772989225580874_n.jpg?oh=fe58dfe8db5d33442d4b779df3521213&oe=59D5F526	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13151519_632569303560298_6808772989225580874_n.jpg?oh=744fcab8a76bf933a153bdb496b4048c&oe=5A04BFD9	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/632569303560298/?type=3	facebook.com	2016-05-10T18:23:42+0000	1462904622	"2016-05-10 20:23:42"	5	0	5	12	17	0	0	0	0	0	5	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_605904406226788	https://www.facebook.com/148582598625640/posts/605904406226788	"O Estatuto da Criança e do Adolescente (ECA) é um garantidor de direitos fundamentais. Este ano  o ECA completa 26 anos de existência. Aqui na nossa cidade  a Prefeitura realiza pela sexta vez o ECA em Movimento. Integrando educadores e parceiros da rede socioeducativa  o poder público mais uma vez lidera a discussão afim de prestar um serviço de relevância e qualidade."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10400857_605904406226788_8793881717308663745_n.jpg?oh=2f1df990548119ddab5898157d817bcb&oe=5A0E0B5C	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10400857_605904406226788_8793881717308663745_n.jpg?oh=e5ace4f74c09518347f1d7eabdce8709&oe=59C747A3	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.605904282893467.1073741893.148582598625640/605904406226788/?type=3	facebook.com	2016-03-17T19:06:21+0000	1458241581	"2016-03-17 20:06:21"	44	1	46	17	64	1	1	0	0	0	43	1	1	0	0	0	0
link	post_page_148582598625640	148582598625640_605782232905672	https://www.facebook.com/148582598625640/posts/605782232905672	" Projeto Girassol  retorna ao Dona Cotinha  Com palestra para 40 professores  capacitação continuada é o segredo  http://www.parademinas.mg.gov.br/projeto-girassol-retorna-ao-dona-cotinha/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c0.0.130.130/p130x130/12503376_6042191408604_126797731_n.png?oh=c76ab6b38d48472ff1ef575d81e5c1d4&oe=5A071D4B	https://scontent.xx.fbcdn.net/v/t45.1600-4/12503376_6042191408604_126797731_n.png?oh=a4569f4316a79c2d8c36130e807e4df6&oe=5A0AFA02	http://www.parademinas.mg.gov.br/projeto-girassol-retorna-ao-dona-cotinha/	parademinas.mg.gov.br	2016-03-17T14:18:13+0000	1458224293	"2016-03-17 15:18:13"	20	1	20	9	30	0	0	0	0	0	20	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_605398799610682	https://www.facebook.com/148582598625640/posts/605398799610682	"Implantar a cultura da paz e fornecer o conhecimento necessário para lidar com o álcool e outras drogas. O ‘Projeto Girassol - A Viagem do Bem’ vem alcançando bons resultados na Escola Municipal Dona Cotinha. O projeto é pioneiro e já reconhecido em Minas  tendo inclusive se destacado no Encontro Regional de Políticas sobre Drogas  realizado em Belo Horizonte no dia 4 deste mês."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10398579_605398799610682_7249744883930850758_n.jpg?oh=b8cd95598babc4a399f9bf593aaf34cf&oe=59C69978	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10398579_605398799610682_7249744883930850758_n.jpg?oh=380a21267d4316a393a0b14405d3f6ca&oe=5A0E6D87	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/605398799610682/?type=3	facebook.com	2016-03-16T20:38:22+0000	1458160702	"2016-03-16 21:38:22"	115	1	115	12	128	1	1	0	0	0	113	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_605339399616622	https://www.facebook.com/148582598625640/posts/605339399616622	"21º Papo Musical acontece neste domingo  Objetivo é popularizar a música e oferecer o acesso ao universo musical  http://www.parademinas.mg.gov.br/21o-papo-musical-acontece-neste-domingo/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c28.0.130.130/p130x130/12329789_6042122026604_1882993959_n.png?oh=0ea48e4b5872e6c1101e3b93cec7f321&oe=59C84697	https://scontent.xx.fbcdn.net/v/t45.1600-4/12329789_6042122026604_1882993959_n.png?oh=4a5e1a76a5c20a8e6d0cc5cb21216767&oe=5A046151	http://www.parademinas.mg.gov.br/21o-papo-musical-acontece-neste-domingo/	parademinas.mg.gov.br	2016-03-16T18:11:08+0000	1458151868	"2016-03-16 19:11:08"	23	0	24	17	41	0	0	0	0	0	22	1	0	0	0	0	0
link	post_page_148582598625640	148582598625640_605337749616787	https://www.facebook.com/148582598625640/posts/605337749616787	"Ruas e avenidas estão sendo recapeadas pela prefeitura   Avenida Mello Cançado vai receber asfalto novo  http://www.parademinas.mg.gov.br/ruas-e-avenidas-estao-sendo-recapeadas-pela-prefeitura/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c33.0.130.130/p130x130/12726433_6042122063804_730363150_n.png?oh=e86c20ac24b107ea0427fa1496737ca6&oe=59CD3D7E	https://scontent.xx.fbcdn.net/v/t45.1600-4/12726433_6042122063804_730363150_n.png?oh=4cc067915db6e3fbbf9fa5628a7da366&oe=59D5DC90	http://www.parademinas.mg.gov.br/ruas-e-avenidas-estao-sendo-recapeadas-pela-prefeitura/	parademinas.mg.gov.br	2016-03-16T18:05:08+0000	1458151508	"2016-03-16 19:05:08"	44	12	44	9	65	11	11	0	2	0	43	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_605220176295211	https://www.facebook.com/148582598625640/posts/605220176295211	"Prefeitura de Pará de Minas added a new photo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11667325_605220176295211_8251704219655457033_n.jpg?oh=4382e6d022ad8eef0623611caf346c8e&oe=5A0940D2	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/11667325_605220176295211_8251704219655457033_n.jpg?oh=3d98f92ecce347025a0bd12ad04052d8&oe=59D83D2D	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/605220176295211/?type=3	facebook.com	2016-03-16T14:24:04+0000	1458138244	"2016-03-16 15:24:04"	6	0	6	12	18	0	0	0	0	0	6	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_605220036295225	https://www.facebook.com/148582598625640/posts/605220036295225	"Prefeitura de Pará de Minas added a new photo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1507021_605220036295225_2608714182779688576_n.jpg?oh=41780ab8dfc96941901b8cae5f62144d&oe=59D773C3	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/1507021_605220036295225_2608714182779688576_n.jpg?oh=b7aa44a2771e7e9ec940f65961fbe8d7&oe=59CDCC34	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/605220036295225/?type=3	facebook.com	2016-03-16T14:23:42+0000	1458138222	"2016-03-16 15:23:42"	6	0	6	11	17	0	0	0	0	0	6	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_604827536334475	https://www.facebook.com/148582598625640/posts/604827536334475	"Prefeitura promove treinamento para serventes escolares   100 profissionais de todas as escolas municipais participaram da capacitação realizada no Caic  http://www.parademinas.mg.gov.br/prefeitura-promove-treinamento-para-serventes-escolares/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c43.0.130.130/p130x130/12503413_6042049251004_56277347_n.png?oh=2574fde2a2a70b54d180b6794d4f019f&oe=5A0C52CD	https://scontent.xx.fbcdn.net/v/t45.1600-4/12503413_6042049251004_56277347_n.png?oh=38aafa6819ca53aab8e29ccab6ffcd6c&oe=5A0AEFF2	http://www.parademinas.mg.gov.br/prefeitura-promove-treinamento-para-serventes-escolares/	parademinas.mg.gov.br	2016-03-15T20:51:11+0000	1458075071	"2016-03-15 21:51:11"	17	0	17	10	27	0	0	0	0	0	17	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_604614196355809	https://www.facebook.com/148582598625640/posts/604614196355809	"MUSPAM recebe a estréia do espetáculo  Flor de Maracujá   23ª edição do projeto  Quinta no Museu  promete sensibilizar o público  http://www.parademinas.mg.gov.br/muspam-recebe-a-estreia-do-espetaculo-flor-de-maracuja/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c23.0.130.130/p130x130/12726594_6042020035404_668013396_n.png?oh=6724773a6026f3e55442fa63113bc941&oe=5A0CF66C	https://scontent.xx.fbcdn.net/v/t45.1600-4/12726594_6042020035404_668013396_n.png?oh=7149744e0bef61e4f346ba1d8c505e02&oe=5A0DFA0D	http://www.parademinas.mg.gov.br/muspam-recebe-a-estreia-do-espetaculo-flor-de-maracuja/	parademinas.mg.gov.br	2016-03-15T11:34:31+0000	1458041671	"2016-03-15 12:34:31"	19	0	19	12	31	0	0	0	0	0	18	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_604613089689253	https://www.facebook.com/148582598625640/posts/604613089689253	" Stand up na Praça  é sucesso no bairro São Francisco  Prefeitura apoia a iniciativa de lojistas do bairro em eventos populares  http://www.parademinas.mg.gov.br/stand-up-na-praca-e-sucesso-no-bairro-sao-francisco/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c33.0.130.130/p130x130/12600751_6042020052804_394537177_n.png?oh=66c0b0d2443040835fd213fa3b5622a7&oe=59D49C01	https://scontent.xx.fbcdn.net/v/t45.1600-4/12600751_6042020052804_394537177_n.png?oh=1948e983019a00f4eac94f5224b0e2d2&oe=59C3E1EF	http://www.parademinas.mg.gov.br/stand-up-na-praca-e-sucesso-no-bairro-sao-francisco/	parademinas.mg.gov.br	2016-03-15T11:30:14+0000	1458041414	"2016-03-15 12:30:14"	13	0	13	9	22	0	0	0	0	0	13	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_604082786408950	https://www.facebook.com/148582598625640/posts/604082786408950	"Prefeitura continua com obras pela cidade  Bairro Padre Libério teve reparos no asfalto  http://www.parademinas.mg.gov.br/prefeitura-continua-com-obras-pela-cidade/"	https://scontent.xx.fbcdn.net/v/t45.1600-4/c32.0.130.130/p130x130/12409120_6042020068004_1301370666_n.png?oh=e5f064480b3ad35c6dc5e675f36449c7&oe=59D48C4F	https://scontent.xx.fbcdn.net/v/t45.1600-4/12409120_6042020068004_1301370666_n.png?oh=28060c0c3994b89af9bcbae0ef756820&oe=5A11C5D4	http://www.parademinas.mg.gov.br/prefeitura-continua-com-obras-pela-cidade/	parademinas.mg.gov.br	2016-03-14T14:33:13+0000	1457965993	"2016-03-14 15:33:13"	58	41	58	11	110	35	35	0	32	0	57	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_604081386409090	https://www.facebook.com/148582598625640/posts/604081386409090	"IPTU 2016 garante mais investimentos para a população  Pagamento à vista com 10% de desconto ou parcelado em 6 vezes  IPTU tem importante papel em investimentos de saúde  educação e avanços sociais  http://www.parademinas.mg.gov.br/iptu-2016-garante-mais-investimentos-para-a-populacao/"	https://external.xx.fbcdn.net/safe_image.php?d=AQCj0FSZwifjAfoY&w=130&h=130&url=http%3A%2F%2Fi1.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2FDSC0498-Copy.jpg%3Ffit%3D800%252C530&cfs=1&sx=128&sy=0&sw=530&sh=530&_nc_hash=AQAqOURB_x2LsrOF	https://external.xx.fbcdn.net/safe_image.php?d=AQCM-AmkGofQoEc1&url=http%3A%2F%2Fi1.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2FDSC0498-Copy.jpg%3Ffit%3D800%252C530&_nc_hash=AQA76rqRAV5gLBd1	http://www.parademinas.mg.gov.br/iptu-2016-garante-mais-investimentos-para-a-populacao/	parademinas.mg.gov.br	2016-03-14T14:27:38+0000	1457965658	"2016-03-14 15:27:38"	17	0	17	7	24	0	0	0	0	0	17	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_604069399743622	https://www.facebook.com/148582598625640/posts/604069399743622	"Prefeitura investe em esporte social   Crianças dos bairros Grão-Pará  São Pedro e União tem lições de cidadania  http://www.parademinas.mg.gov.br/prefeitura-investe-em-esporte-social/"	https://external.xx.fbcdn.net/safe_image.php?d=AQAGcW_HpEeaZhZK&w=130&h=130&url=http%3A%2F%2Fi1.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2F7-Copy-1.jpg%3Ffit%3D800%252C530&cfs=1&sx=244&sy=0&sw=530&sh=530&_nc_hash=AQBh1ZEBctTTEfCp	https://external.xx.fbcdn.net/safe_image.php?d=AQBKC6Um7n8nST--&url=http%3A%2F%2Fi1.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2F7-Copy-1.jpg%3Ffit%3D800%252C530&_nc_hash=AQDFKobm_P_HM2Vi	http://www.parademinas.mg.gov.br/prefeitura-investe-em-esporte-social/	parademinas.mg.gov.br	2016-03-14T13:58:30+0000	1457963910	"2016-03-14 14:58:30"	16	2	17	6	25	2	2	0	0	0	16	0	1	0	0	0	0
photo	post_page_148582598625640	148582598625640_602724033211492	https://www.facebook.com/148582598625640/posts/602724033211492	"Prefeitura de Pará de Minas added a new photo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12798979_602724033211492_2766909614732236650_n.jpg?oh=f88a038a028c50a46f612666b7c295f1&oe=5A0CFF0B	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12798979_602724033211492_2766909614732236650_n.jpg?oh=4bf148c232d172a84b4addf48cdb18a2&oe=59CF55F4	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/602724033211492/?type=3	facebook.com	2016-03-14T10:47:01+0000	1457952421	"2016-03-14 11:47:01"	10	0	10	5	15	0	0	0	0	0	10	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_602106363273259	https://www.facebook.com/148582598625640/posts/602106363273259	"Prefeitura de Pará de Minas added a new photo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12705648_602106363273259_8969560165689026707_n.jpg?oh=f048514a811177dce9b242a86c291687&oe=59CB1324	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12705648_602106363273259_8969560165689026707_n.jpg?oh=9a0267346c309d60ac4334e50cf7bd4f&oe=59D259DB	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/602106363273259/?type=3	facebook.com	2016-03-14T10:07:01+0000	1457950021	"2016-03-14 11:07:01"	7	0	7	3	10	0	0	0	0	0	7	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_602749766542252	https://www.facebook.com/148582598625640/posts/602749766542252	"Prefeitura de Pará de Minas added a new photo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1937144_602749766542252_3878616087864943929_n.jpg?oh=660f9cf2cc7a3e58fb4cf3b90f1fbcb0&oe=5A06768C	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/1937144_602749766542252_3878616087864943929_n.jpg?oh=77666705cdd8a9147408004ce73630a5&oe=59C3927B	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/602749766542252/?type=3	facebook.com	2016-03-11T20:50:30+0000	1457729430	"2016-03-11 21:50:30"	8	0	8	2	10	0	0	0	0	0	8	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_602747763209119	https://www.facebook.com/148582598625640/posts/602747763209119	"Força-tarefa contra o Aedes aegypti realizada com sucesso  Recolhimento de objetos e conscientização foram destaque da ação  http://www.parademinas.mg.gov.br/forca-tarefa-contra-o-aedes-aegypti-realizada-com-sucesso/"	https://external.xx.fbcdn.net/safe_image.php?d=AQDFbBeOyj217juL&w=130&h=130&url=http%3A%2F%2Fi2.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2FIMG_20160311_092200149-Copy.jpg%3Ffit%3D800%252C450&cfs=1&sx=137&sy=0&sw=450&sh=450&_nc_hash=AQD6aE5tXCvPHjbq	https://external.xx.fbcdn.net/safe_image.php?d=AQACw1LwoBSmEjPr&url=http%3A%2F%2Fi2.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2FIMG_20160311_092200149-Copy.jpg%3Ffit%3D800%252C450&_nc_hash=AQDDKTN3Qf9qQB96	http://www.parademinas.mg.gov.br/forca-tarefa-contra-o-aedes-aegypti-realizada-com-sucesso/	parademinas.mg.gov.br	2016-03-11T20:40:16+0000	1457728816	"2016-03-11 21:40:16"	21	0	21	7	28	0	0	0	0	0	21	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_602730016544227	https://www.facebook.com/148582598625640/posts/602730016544227	"Prefeitura realiza  Mostra de Cinema  com tema especial  Exibição de Star Wars invadirá as tela do cinema  http://www.parademinas.mg.gov.br/prefeitura-realiza-mostra-de-cinema-com-tema-especial/"	https://external.xx.fbcdn.net/safe_image.php?d=AQAE_pcf7p19cqeA&w=130&h=130&url=http%3A%2F%2Fi1.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2FBanner-PREVIEW.jpg%3Ffit%3D1200%252C800&cfs=1&sx=222&sy=0&sw=800&sh=800&_nc_hash=AQBJShg10NZZHKfb	https://external.xx.fbcdn.net/safe_image.php?d=AQDRKL6F7oMsscoD&url=http%3A%2F%2Fi1.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2FBanner-PREVIEW.jpg%3Ffit%3D1200%252C800&_nc_hash=AQB-czBDSN9Euvg3	http://www.parademinas.mg.gov.br/prefeitura-realiza-mostra-de-cinema-com-tema-especial/	parademinas.mg.gov.br	2016-03-11T19:54:37+0000	1457726077	"2016-03-11 20:54:37"	13	0	13	7	20	0	0	0	0	0	13	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_602728689877693	https://www.facebook.com/148582598625640/posts/602728689877693	"Unidade Básica e Escola do CAIC unidos contra o mosquito  80 alunos e professores recolhem 30 sacos de lixo em casas da região do Recanto  http://www.parademinas.mg.gov.br/unidade-basica-e-escola-do-caic-unidos-contra-o-mosquito/"	https://external.xx.fbcdn.net/safe_image.php?d=AQB0zlUryIzNwsd7&w=130&h=130&url=http%3A%2F%2Fi0.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2F20160310_111254-Copy.jpg%3Ffit%3D800%252C450&cfs=1&sx=149&sy=0&sw=450&sh=450&_nc_hash=AQDSQDTC8Fkxi795	https://external.xx.fbcdn.net/safe_image.php?d=AQChLnziYWEsZS8B&url=http%3A%2F%2Fi0.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2F20160310_111254-Copy.jpg%3Ffit%3D800%252C450&_nc_hash=AQDJQQI4K3bVB7nv	http://www.parademinas.mg.gov.br/unidade-basica-e-escola-do-caic-unidos-contra-o-mosquito/	parademinas.mg.gov.br	2016-03-11T19:49:44+0000	1457725784	"2016-03-11 20:49:44"	10	0	10	2	12	0	0	0	0	0	10	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_602712569879305	https://www.facebook.com/148582598625640/posts/602712569879305	"Prefeitura de Pará de Minas added a new photo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1918848_602712569879305_5906284644709287105_n.jpg?oh=5ad474a2a32265eea22cf9741e2b3c56&oe=59C4E4AD	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/1918848_602712569879305_5906284644709287105_n.jpg?oh=b8f87d2b79dc3a6d12186c0a326a2d51&oe=5A058D5A	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/602712569879305/?type=3	facebook.com	2016-03-11T18:38:57+0000	1457721537	"2016-03-11 19:38:57"	6	0	6	8	14	0	0	0	0	0	6	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_602708743213021	https://www.facebook.com/148582598625640/posts/602708743213021	"Jornal Diário ganha exposição  Prefeitura reconhece contribuição à democracia do jornal que completa 19 anos em julho  http://www.parademinas.mg.gov.br/jornal-diario-ganha-exposicao/"	https://external.xx.fbcdn.net/safe_image.php?d=AQCfWenDo2u_CmXX&w=130&h=130&url=http%3A%2F%2Fi1.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2FDSC0481-Copy.jpg%3Ffit%3D800%252C530&cfs=1&_nc_hash=AQDsJmDORI0lS28e	https://external.xx.fbcdn.net/safe_image.php?d=AQBqv2uRVSngyZeV&url=http%3A%2F%2Fi1.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2FDSC0481-Copy.jpg%3Ffit%3D800%252C530&_nc_hash=AQApXOZr7jhEPfX6	http://www.parademinas.mg.gov.br/jornal-diario-ganha-exposicao/	parademinas.mg.gov.br	2016-03-11T18:18:08+0000	1457720288	"2016-03-11 19:18:08"	11	0	11	6	17	0	0	0	0	0	11	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_602614799889082	https://www.facebook.com/148582598625640/posts/602614799889082	"Exposição  O mundo em fatos Diários  "	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12800342_602614799889082_7955650956027657824_n.jpg?oh=50b384db229d64ad9bcd48c3804d1f9a&oe=59D06640	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12800342_602614799889082_7955650956027657824_n.jpg?oh=2d546ef60a8f679ea7edfd1fb502b639&oe=59D28ABF	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/602614799889082/?type=3	facebook.com	2016-03-11T13:15:43+0000	1457702143	"2016-03-11 14:15:43"	12	0	12	9	21	0	0	0	0	0	12	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_602272209923341	https://www.facebook.com/148582598625640/posts/602272209923341	"“Pelos caminhos das rosas vermelhas” volta ao teatro  Fragilidade e comoção num espetáculo teatral sensível  http://www.parademinas.mg.gov.br/pelos-caminhos-das-rosas-vermelhas-volta-ao-teatro/"	https://scontent.xx.fbcdn.net/v/t1.0-1/p200x200/16387334_771446473005913_3125809502458245987_n.png?oh=0854af04f2c25f5b851c6b71cf3c6f74&oe=59C9E34D	https://scontent.xx.fbcdn.net/v/t1.0-1/p200x200/16387334_771446473005913_3125809502458245987_n.png?oh=0854af04f2c25f5b851c6b71cf3c6f74&oe=59C9E34D	http://www.parademinas.mg.gov.br/pelos-caminhos-das-rosas-vermelhas-volta-ao-teatro/	parademinas.mg.gov.br	2016-03-10T20:31:22+0000	1457641882	"2016-03-10 21:31:22"	9	0	9	5	14	0	0	0	0	0	9	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_602271333256762	https://www.facebook.com/148582598625640/posts/602271333256762	"Prefeitura realiza 6ª edição do ECA em Movimento  Encontro será destinado a toda a população  http://www.parademinas.mg.gov.br/prefeitura-realiza-6a-edicao-do-eca-em-movimento/"	https://external.xx.fbcdn.net/safe_image.php?d=AQC274L-TVHc7mNa&w=130&h=130&url=http%3A%2F%2Fi2.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2FDSC1424-Copy-1.jpg%3Ffit%3D800%252C532&cfs=1&sx=33&sy=0&sw=532&sh=532&_nc_hash=AQBYmnQ_TpkfCgSZ	https://external.xx.fbcdn.net/safe_image.php?d=AQBFqMvXqdIQI4uX&url=http%3A%2F%2Fi2.wp.com%2Fwww.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2016%2F03%2FDSC1424-Copy-1.jpg%3Ffit%3D800%252C532&_nc_hash=AQAj2_y9jV5gXdOV	http://www.parademinas.mg.gov.br/prefeitura-realiza-6a-edicao-do-eca-em-movimento/	parademinas.mg.gov.br	2016-03-10T20:26:34+0000	1457641594	"2016-03-10 21:26:34"	15	0	15	11	26	0	0	0	0	0	15	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_602249296592299	https://www.facebook.com/148582598625640/posts/602249296592299	"Prefeitura de Pará de Minas added a new photo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12801334_602249296592299_4264549494818467429_n.jpg?oh=90c8dae09b6fd27e10ec3e91e23e9e31&oe=59C6C1B1	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12801334_602249296592299_4264549494818467429_n.jpg?oh=c1e60596517b7f159e92d18d23116d3a&oe=59CCEE4E	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/602249296592299/?type=3	facebook.com	2016-03-10T19:07:41+0000	1457636861	"2016-03-10 20:07:41"	6	0	6	13	19	0	0	0	0	0	6	0	0	0	0	0	0
