position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count	attachment_type	attachment_url
3_1	148582598625640_866483080168918	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Curso de artesanato é oferecido pela Prefeitura  em parceria com a PIF PAF Alimentos e Sesi/Senai.  Inscrições começam amanhã. Vagas são limitadas.  Saiba mais: https://goo.gl/WQuyq1"	2017-07-04T23:00:00+0000	866483080168918_866536553496904	f89dfffed4d23f3e13d05639d4f512a410e9eeb1	0	"Qual a idade miníma!"	2017-07-04T23:43:36+0000	1		
3_2	148582598625640_866483080168918	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Curso de artesanato é oferecido pela Prefeitura  em parceria com a PIF PAF Alimentos e Sesi/Senai.  Inscrições começam amanhã. Vagas são limitadas.  Saiba mais: https://goo.gl/WQuyq1"	2017-07-04T23:00:00+0000	866483080168918_866635150153711	a7440b6ef24a1ed2ab4ea8e709218b046a407737	0	"Onde é CRAS central?"	2017-07-05T03:05:27+0000	0		
3_3	148582598625640_866483080168918	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Curso de artesanato é oferecido pela Prefeitura  em parceria com a PIF PAF Alimentos e Sesi/Senai.  Inscrições começam amanhã. Vagas são limitadas.  Saiba mais: https://goo.gl/WQuyq1"	2017-07-04T23:00:00+0000	866483080168918_866634530153773	ee94f5fc347ab619e8fa4763717015ca19bc8a70	0	"Aryane Rufino Marcos Santos"	2017-07-05T03:03:41+0000	0		
3_4	148582598625640_866483080168918	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Curso de artesanato é oferecido pela Prefeitura  em parceria com a PIF PAF Alimentos e Sesi/Senai.  Inscrições começam amanhã. Vagas são limitadas.  Saiba mais: https://goo.gl/WQuyq1"	2017-07-04T23:00:00+0000	866483080168918_866831023467457	36d0e35c5c111afd21e8cfd06674e9602bac44c0	0	"Mylena Barbosa Silmara Silva"	2017-07-05T11:26:25+0000	0		
3_5	148582598625640_866483080168918	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Curso de artesanato é oferecido pela Prefeitura  em parceria com a PIF PAF Alimentos e Sesi/Senai.  Inscrições começam amanhã. Vagas são limitadas.  Saiba mais: https://goo.gl/WQuyq1"	2017-07-04T23:00:00+0000	866483080168918_866558660161360	a3e6280c8c91521aec40933c84f298cadffddd3e	0	"Sandra Silva"	2017-07-05T00:36:24+0000	0		
3_6	148582598625640_866483080168918	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Curso de artesanato é oferecido pela Prefeitura  em parceria com a PIF PAF Alimentos e Sesi/Senai.  Inscrições começam amanhã. Vagas são limitadas.  Saiba mais: https://goo.gl/WQuyq1"	2017-07-04T23:00:00+0000	866483080168918_866676946816198	e0a18705f1d5406baa05513990a74a56a4600f9e	0	"Giovana Picorelli"	2017-07-05T04:50:46+0000	0		
4_0	148582598625640_866441856839707	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Fique de olho na programação do #ForródoPará desta quinta  6 de julho."	2017-07-04T21:00:00+0000	866441856839707_867199533430606	e09a18aebe01205e9c8ec1d9f43bf934d62485a1	1	"Partiu 👏☺☺"	2017-07-06T01:19:15+0000	0		
4_1	148582598625640_866441856839707	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Fique de olho na programação do #ForródoPará desta quinta  6 de julho."	2017-07-04T21:00:00+0000	866441856839707_867199546763938	7b502492e56034ce67bfc2ee6dc861c36915de69	1	Partiu!	2017-07-06T01:19:16+0000	0		
4_2	148582598625640_866441856839707	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Fique de olho na programação do #ForródoPará desta quinta  6 de julho."	2017-07-04T21:00:00+0000	866441856839707_867199626763930	68ba6832d49559b03ba19f4c29919fd898f67498	1	"Nilmar Silva"	2017-07-06T01:19:41+0000	0		
4_3	148582598625640_866441856839707	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Fique de olho na programação do #ForródoPará desta quinta  6 de julho."	2017-07-04T21:00:00+0000	866441856839707_867200590097167	7b502492e56034ce67bfc2ee6dc861c36915de69	1	"Vcs vão quais dias ?"	2017-07-06T01:22:38+0000	0		
4_4	148582598625640_866441856839707	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Fique de olho na programação do #ForródoPará desta quinta  6 de julho."	2017-07-04T21:00:00+0000	866441856839707_867211143429445	68ba6832d49559b03ba19f4c29919fd898f67498	1	Todos...kkkkkk	2017-07-06T01:45:19+0000	0		
4_5	148582598625640_866441856839707	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Fique de olho na programação do #ForródoPará desta quinta  6 de julho."	2017-07-04T21:00:00+0000	866441856839707_867212033429356	7b502492e56034ce67bfc2ee6dc861c36915de69	1	"fechou então!"	2017-07-06T01:47:39+0000	0		
4_6	148582598625640_866441856839707	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Fique de olho na programação do #ForródoPará desta quinta  6 de julho."	2017-07-04T21:00:00+0000	866441856839707_867199003430659	68ba6832d49559b03ba19f4c29919fd898f67498	0	"Igor Baia Glauber Oliveira Tais Nascimento Daniel Júnio... partiu ?"	2017-07-06T01:17:50+0000	0		
4_7	148582598625640_866441856839707	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Fique de olho na programação do #ForródoPará desta quinta  6 de julho."	2017-07-04T21:00:00+0000	866441856839707_867502303400329	93bd7f5b6d2376aa69b139a5638ebc472895ac59	1	"To dentro 😏😍"	2017-07-06T12:38:27+0000	1		
4_8	148582598625640_866441856839707	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Fique de olho na programação do #ForródoPará desta quinta  6 de julho."	2017-07-04T21:00:00+0000	866441856839707_867503323400227	be32b4f49f7a97bf504335bd2d8f916fc7015a31	1	"Na onde"	2017-07-06T12:40:42+0000	0		
4_9	148582598625640_866441856839707	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Fique de olho na programação do #ForródoPará desta quinta  6 de julho."	2017-07-04T21:00:00+0000	866441856839707_867218103428749	b8c815f6c55188263880c7c5d8d016d521e17d8e	0	"JuJuh Meenoorziinhaah Jéssyca Santtos's Paulo Barbosa Joyce Gonçalves Estefane Ferreira iai vamos ou nao??"	2017-07-06T01:58:43+0000	0		
4_10	148582598625640_866441856839707	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Fique de olho na programação do #ForródoPará desta quinta  6 de julho."	2017-07-04T21:00:00+0000	866441856839707_866791216804771	a9607c14c60aa94c2732e8fee9dcdfff32b33f86	0	"Welder Rezende"	2017-07-05T09:52:03+0000	0		
6_0	148582598625640_866313930185833	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Forró do Pará vai unir tradição e cultura.  O Forró do Pará começa na quinta-feira  6 de julho com o levantamento das bandeiras dos quatro santos e a participação das guardas de congado e do Padre Ydecy Ferreira  da Paróquia de São Francisco. A festa se estende pela sexta  sábado e termina no domingo dia 9 de julho. Programação é gratuita."	2017-07-04T14:55:56+0000	866313930185833_866958096788083	3e7d1a78bd4df4df4bd9a53c0c6eaa31981d2a36	0	"Ansiosa pra que chegue!  Melhor festa que Pará de Minas já teve . Todos sentem saudade daquele tempo."	2017-07-05T16:01:05+0000	0		
6_1	148582598625640_866313930185833	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Forró do Pará vai unir tradição e cultura.  O Forró do Pará começa na quinta-feira  6 de julho com o levantamento das bandeiras dos quatro santos e a participação das guardas de congado e do Padre Ydecy Ferreira  da Paróquia de São Francisco. A festa se estende pela sexta  sábado e termina no domingo dia 9 de julho. Programação é gratuita."	2017-07-04T14:55:56+0000	866313930185833_867180656765827	b0d826c2521ca7254a9828e3067963b1d9943b71	0	"Pq o prefeito enves de fazer isto nao arruma a upa  o povo fica la mais de horas e nao e atendido e ainda o vice prefeito tem a kara de pau de falar  que o povo ta gostando como ele falou para um rapaz que foi reclamar com ele ontem la na upa"	2017-07-06T00:32:05+0000	0		
6_2	148582598625640_866313930185833	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Forró do Pará vai unir tradição e cultura.  O Forró do Pará começa na quinta-feira  6 de julho com o levantamento das bandeiras dos quatro santos e a participação das guardas de congado e do Padre Ydecy Ferreira  da Paróquia de São Francisco. A festa se estende pela sexta  sábado e termina no domingo dia 9 de julho. Programação é gratuita."	2017-07-04T14:55:56+0000	866313930185833_866880800129146	99da3bf07b8d9201a8e4a9498d80f8998ad08bab	0	"E as cirurgias prefeito???????"	2017-07-05T13:23:12+0000	1		
6_3	148582598625640_866313930185833	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Forró do Pará vai unir tradição e cultura.  O Forró do Pará começa na quinta-feira  6 de julho com o levantamento das bandeiras dos quatro santos e a participação das guardas de congado e do Padre Ydecy Ferreira  da Paróquia de São Francisco. A festa se estende pela sexta  sábado e termina no domingo dia 9 de julho. Programação é gratuita."	2017-07-04T14:55:56+0000	866313930185833_866541823496377	77702fc031614cb73535b929bb4e8f4d016d90dd	0	"Cidade ta um caos 👏"	2017-07-05T00:00:44+0000	1		
6_4	148582598625640_866313930185833	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Forró do Pará vai unir tradição e cultura.  O Forró do Pará começa na quinta-feira  6 de julho com o levantamento das bandeiras dos quatro santos e a participação das guardas de congado e do Padre Ydecy Ferreira  da Paróquia de São Francisco. A festa se estende pela sexta  sábado e termina no domingo dia 9 de julho. Programação é gratuita."	2017-07-04T14:55:56+0000	866313930185833_866996380117588	8361c052ddde94370eee0f11642789debde390be	0	"E os atendimento da UPA , pessoas esperando até 8 horas"	2017-07-05T17:09:54+0000	1		
6_5	148582598625640_866313930185833	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Forró do Pará vai unir tradição e cultura.  O Forró do Pará começa na quinta-feira  6 de julho com o levantamento das bandeiras dos quatro santos e a participação das guardas de congado e do Padre Ydecy Ferreira  da Paróquia de São Francisco. A festa se estende pela sexta  sábado e termina no domingo dia 9 de julho. Programação é gratuita."	2017-07-04T14:55:56+0000	866313930185833_866507190166507	54b66059b893db5928d380e1e7b6dee83b471e0d	0	"Bora lá gente espantar o frio kkk"	2017-07-04T22:13:47+0000	0		
6_6	148582598625640_866313930185833	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Forró do Pará vai unir tradição e cultura.  O Forró do Pará começa na quinta-feira  6 de julho com o levantamento das bandeiras dos quatro santos e a participação das guardas de congado e do Padre Ydecy Ferreira  da Paróquia de São Francisco. A festa se estende pela sexta  sábado e termina no domingo dia 9 de julho. Programação é gratuita."	2017-07-04T14:55:56+0000	866313930185833_867001610117065	feab282d24e4ad78a5e484f594d5bc2050e2136c	0	#ForróFake	2017-07-05T17:23:44+0000	0		
6_7	148582598625640_866313930185833	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Forró do Pará vai unir tradição e cultura.  O Forró do Pará começa na quinta-feira  6 de julho com o levantamento das bandeiras dos quatro santos e a participação das guardas de congado e do Padre Ydecy Ferreira  da Paróquia de São Francisco. A festa se estende pela sexta  sábado e termina no domingo dia 9 de julho. Programação é gratuita."	2017-07-04T14:55:56+0000	866313930185833_866534343497125	29ef205b215997b29257fa21a330874f518b49a5	0	"Muito lindo!!!"	2017-07-04T23:35:05+0000	0		
6_8	148582598625640_866313930185833	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Forró do Pará vai unir tradição e cultura.  O Forró do Pará começa na quinta-feira  6 de julho com o levantamento das bandeiras dos quatro santos e a participação das guardas de congado e do Padre Ydecy Ferreira  da Paróquia de São Francisco. A festa se estende pela sexta  sábado e termina no domingo dia 9 de julho. Programação é gratuita."	2017-07-04T14:55:56+0000	866313930185833_866659766817916	8ddfe7b0897e8fe89d0322ce8c68c7b13580d2c4	0	"Jozy Sousa aqui fala programação"	2017-07-05T04:03:50+0000	0		
6_9	148582598625640_866313930185833	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Forró do Pará vai unir tradição e cultura.  O Forró do Pará começa na quinta-feira  6 de julho com o levantamento das bandeiras dos quatro santos e a participação das guardas de congado e do Padre Ydecy Ferreira  da Paróquia de São Francisco. A festa se estende pela sexta  sábado e termina no domingo dia 9 de julho. Programação é gratuita."	2017-07-04T14:55:56+0000	866313930185833_866852680131958	12c6fb0020a54d3e01f5f29d2b68ec6b8be40589	0	"Taynara Oliveira Cintia Silva Ernande Goncalves"	2017-07-05T12:20:09+0000	3		
6_10	148582598625640_866313930185833	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Forró do Pará vai unir tradição e cultura.  O Forró do Pará começa na quinta-feira  6 de julho com o levantamento das bandeiras dos quatro santos e a participação das guardas de congado e do Padre Ydecy Ferreira  da Paróquia de São Francisco. A festa se estende pela sexta  sábado e termina no domingo dia 9 de julho. Programação é gratuita."	2017-07-04T14:55:56+0000	866313930185833_866637470153479	dcb0aad6e91da2869ca4a43297f34ee6f49610d5	0	"Márcia Ramos"	2017-07-05T03:11:29+0000	0		
8_0	148582598625640_865841780233048	6318a3e2f296275f59610d52e95f7b0804bf94e7	"SEMAD termina com objetivo cumprido.  3ª Semana Municipal de Prevenção ao Uso de Álcool e Outras Drogas  movimentou Pará de Minas. Proposta foi despertar na população uma reflexão sobre o tema. Palavra-chave da programação foi  Prevenção ."	2017-07-03T23:00:00+0000	865841780233048_866566130160613	4afad2390012a43fd0024989464ef30b7cb8f8e4	0	"Obrigada a todos que contribuiram  para que essa Semana fosse  um sucesso."	2017-07-05T00:57:16+0000	1		
10_0	148582598625640_865654133585146	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Vacinação contra o HPV para meninos.  Ministério da Saúde ampliou a faixa etária de garotos que podem ser imunizados gratuitamente.  Saiba mais: https://goo.gl/WCDBzs"	2017-07-03T14:32:59+0000	865654133585146_865800616903831	eaa1483470c3d1adca6a41f82223b7b6b6c71fb6	0	"Esse não é o Gustavo Adriana?? 🤔🤔"	2017-07-03T18:52:15+0000	1		
10_1	148582598625640_865654133585146	6318a3e2f296275f59610d52e95f7b0804bf94e7	"Vacinação contra o HPV para meninos.  Ministério da Saúde ampliou a faixa etária de garotos que podem ser imunizados gratuitamente.  Saiba mais: https://goo.gl/WCDBzs"	2017-07-03T14:32:59+0000	865654133585146_865831010234125	e91291025cff59e135f6c0e621ea19925682a49d	0	"É ele mesmo"	2017-07-03T20:03:19+0000	1		
12_0	148582598625640_863552647128628	6318a3e2f296275f59610d52e95f7b0804bf94e7	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	2017-06-30T21:00:00+0000	863552647128628_864546133695946	99da3bf07b8d9201a8e4a9498d80f8998ad08bab	0	"Querido prefeito e o hospital vc não vai fazer nada pq a maioria das pessoas não sabe que não tá fazendo operação tô com pedra na vesícula que era até uma cirurgia simples.Mas como não tá operado meu caso só complicou só nas indas i vindas no PA tomar Buscopan na veia pra dor insuportável.No dia 3Junho a médica no PA veio a descobrir uma pranqueatite por causa das pedras fiquei internada 10 dias.Fui liberarda pq não tá fazendo cirurgia por falta de verbas e a cada dia fica pior .Se vc soubesse a dor que é.Olha por nós eu estou morrendo."	2017-07-02T01:14:50+0000	7		
12_1	148582598625640_863552647128628	6318a3e2f296275f59610d52e95f7b0804bf94e7	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	2017-06-30T21:00:00+0000	863552647128628_864399873710572	e519f32bed062c9e04a7937c50861bd774b5c14c	0	"Parabéns por mais  essa conquista  em Para de Minas  , mas assim como tiveram parcerias  para inauguração da  Upa , pq agora não  olham para a situação do Hospital  tbm ?"	2017-07-01T20:23:08+0000	5		
12_2	148582598625640_863552647128628	6318a3e2f296275f59610d52e95f7b0804bf94e7	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	2017-06-30T21:00:00+0000	863552647128628_864442003706359	2457ec8e2d3b010a9cb196581cc15b8d240fb6cf	0	"É so quero saber ser agora com está upa vai esquece o hospital de vez ,vai ter repasse para a upa e o hospital como fica ,tem verba pra mais uma estrutura deste tamanho e o hospital na calamidades que está ,será que tem alguem pra mim responde ?"	2017-07-01T22:01:41+0000	4		
12_3	148582598625640_863552647128628	6318a3e2f296275f59610d52e95f7b0804bf94e7	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	2017-06-30T21:00:00+0000	863552647128628_864893926994500	300897a3ed1e9f2c927aee4084d7ed179754bc92	0	"Pois é !e começou o caos .minha mãe caiu e foi no P.A  nesta quinta-feira eo médico disse que não tinha como fazer o raio x pq o mesmo estava na UPA! Como assim??? Tem explicação pra isto?"	2017-07-02T13:00:45+0000	2		
12_4	148582598625640_863552647128628	6318a3e2f296275f59610d52e95f7b0804bf94e7	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	2017-06-30T21:00:00+0000	863552647128628_864244933726066	224aafec4af63e3b293955fbcae18e92fee78aef	1	"Acho que vc está mais por fora do que imagina, a obra no sistema não estava concluído o sistema de oxigênio não estava pronto e outras importantes situação que requer um atendimento de urgência antes de falar procure saber!"	2017-07-01T16:36:09+0000	0		
12_5	148582598625640_863552647128628	6318a3e2f296275f59610d52e95f7b0804bf94e7	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	2017-06-30T21:00:00+0000	863552647128628_864279193722640	9625eebe1152b6240bd966ce24c080c82224429c	1	"Se fosse eficiente teria feito na metade do tempo..."	2017-07-01T17:16:35+0000	1		
12_6	148582598625640_863552647128628	6318a3e2f296275f59610d52e95f7b0804bf94e7	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	2017-06-30T21:00:00+0000	863552647128628_864342913716268	8361c052ddde94370eee0f11642789debde390be	1	"Inaugurar obra pronta é fácil , quero ver resolver a crise da saúde causada por essa gestão"	2017-07-01T18:50:33+0000	2		
12_7	148582598625640_863552647128628	6318a3e2f296275f59610d52e95f7b0804bf94e7	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	2017-06-30T21:00:00+0000	863552647128628_864343610382865	8361c052ddde94370eee0f11642789debde390be	1	"Essa Juliana é grossa!!  Se não aguenta esclarecer a população não trabalhe no setor publico"	2017-07-01T18:51:41+0000	3		
12_8	148582598625640_863552647128628	6318a3e2f296275f59610d52e95f7b0804bf94e7	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	2017-06-30T21:00:00+0000	863552647128628_864894930327733	e4f13544b5773407bebffbf396998bbd7c522cb6	1	"Olha Juliana Lisboa com certeza vc deve estar mamando pra defender essa administração que não faz nada e não se preocupe eu estou muito bem informada porque estou há anos seguindo a política de Pará de e vc deve ter chegado agora."	2017-07-02T13:03:13+0000	1		
12_9	148582598625640_863552647128628	6318a3e2f296275f59610d52e95f7b0804bf94e7	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	2017-06-30T21:00:00+0000	863552647128628_864895483661011	224aafec4af63e3b293955fbcae18e92fee78aef	1	"Ahhhh agora é grosseria falar a verdade??? Sei qual parte vc foi gentil? 🤔"	2017-07-02T13:04:21+0000	0		
12_10	148582598625640_863552647128628	6318a3e2f296275f59610d52e95f7b0804bf94e7	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	2017-06-30T21:00:00+0000	863552647128628_864896550327571	224aafec4af63e3b293955fbcae18e92fee78aef	1	"Não querida não mamo já faz 33 anos, vc apontar críticas sobre atual administração é louvável pois sempre estamos sucetíveis a erros agora afirmar que nada se faz??? Affff  presta atenção querida vc está completamente errada"	2017-07-02T13:06:34+0000	0		
12_11	148582598625640_863552647128628	6318a3e2f296275f59610d52e95f7b0804bf94e7	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	2017-06-30T21:00:00+0000	863552647128628_864897646994128	224aafec4af63e3b293955fbcae18e92fee78aef	1	"Pronta quando ????? Não sabia que deixar os oxigênios de fora e todos os equipamentos mais algumas coisas inclusive o credenciamento federal sem concluir é obra pronta! Foi incompetência sim da antiga administração vai brigar com eles que não fizeram o correto."	2017-07-02T13:09:33+0000	0		
12_12	148582598625640_863552647128628	6318a3e2f296275f59610d52e95f7b0804bf94e7	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	2017-06-30T21:00:00+0000	863552647128628_864898020327424	e4f13544b5773407bebffbf396998bbd7c522cb6	1	"Olha querida vai cuidar dos proplemas da sua cidade porque vc não sabe o que a o tem passado aki com essa administração falida e não vou ficar aki te dando ibope.bom domingo."	2017-07-02T13:10:45+0000	0		
