type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
video	post_page_148582598625640	148582598625640_867070913443468	https://www.facebook.com/148582598625640/posts/867070913443468	"Pará de Minas poderá ter cursos de engenharia.  Cursos Superiores serão oferecidos pela UFV.  Saiba mais: https://goo.gl/Fz5pvx"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19934073_867071440110082_4751633374534172672_n.jpg?oh=90a44cafdbc50b2b9ff92ecd670d563c&oe=59D2609C	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19934073_867071440110082_4751633374534172672_n.jpg?oh=1d260e83547a3d97061f2e4442976341&oe=59D57126	https://www.facebook.com/PrefeituraDeParaDeMinas/videos/867066773443882/	facebook.com	2017-07-05T23:00:00+0000	1499295600	"2017-07-06 01:00:00"	86	15	91	23	129	14	12	2	3	0	69	3	1	0	0	0	0
video	post_page_148582598625640	148582598625640_866443643506195	https://www.facebook.com/148582598625640/posts/866443643506195	"Fique de olho na programação do #ForródoPará desta sexta  7 de julho."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19789583_866443843506175_106200187449376768_n.jpg?oh=2494e35c6dc10478183dcfd5712d18d8&oe=59D1DE97	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19789583_866443843506175_106200187449376768_n.jpg?oh=85066473dbbe27f613693a7eb87c70ae&oe=5A04CFD2	https://www.facebook.com/PrefeituraDeParaDeMinas/videos/866443330172893/	facebook.com	2017-07-05T21:00:00+0000	1499288400	"2017-07-05 23:00:00"	29	0	30	3	33	0	0	0	0	0	25	1	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_866897816794111	https://www.facebook.com/148582598625640/posts/866897816794111	"#deolhonadata A Prefeitura abraçou este projeto e em parceria com o SESI / SENAI e a PIF PAF está trazendo novas oportunidades para você. Fique atento  pois as vagas são limitadas!"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19642283_866897816794111_143188700569684584_n.jpg?oh=9b654bb7f6b8dbe0b8a9dd9ab6324a99&oe=5A0DBDAA	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19642283_866897816794111_143188700569684584_n.jpg?oh=be49edd3c756aee10bae6648b4e90ece&oe=59C6065D	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/866897816794111/?type=3	facebook.com	2017-07-05T14:05:27+0000	1499263527	"2017-07-05 16:05:27"	8	0	8	2	10	0	0	0	0	0	8	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_866483080168918	https://www.facebook.com/148582598625640/posts/866483080168918	"Curso de artesanato é oferecido pela Prefeitura  em parceria com a PIF PAF Alimentos e Sesi/Senai.  Inscrições começam amanhã. Vagas são limitadas.  Saiba mais: https://goo.gl/WQuyq1"	https://external.xx.fbcdn.net/safe_image.php?d=AQBgradcs_qaBRSG&w=130&h=130&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F07%2Fvilson.jpg&cfs=1&sx=165&sy=0&sw=530&sh=530&_nc_hash=AQCTsw7KaOHgXTed	https://external.xx.fbcdn.net/safe_image.php?d=AQAV-jptniNgWgkb&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F07%2Fvilson.jpg&_nc_hash=AQAO7B6UjcWKhuiY	https://goo.gl/WQuyq1	goo.gl	2017-07-04T23:00:00+0000	1499209200	"2017-07-05 01:00:00"	25	7	25	14	46	7	7	0	1	0	25	0	0	0	0	0	0
video	post_page_148582598625640	148582598625640_866441856839707	https://www.facebook.com/148582598625640/posts/866441856839707	"Fique de olho na programação do #ForródoPará desta quinta  6 de julho."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19920498_866442153506344_546860335915597824_n.jpg?oh=852f5a2bd6dfc6146f3c6ec644c3d019&oe=59D269CF	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19920498_866442153506344_546860335915597824_n.jpg?oh=267ba373643adc42993c4805a2aaec11&oe=59CCF38A	https://www.facebook.com/PrefeituraDeParaDeMinas/videos/866440986839794/	facebook.com	2017-07-04T21:00:00+0000	1499202000	"2017-07-04 23:00:00"	52	14	53	23	90	11	3	8	1	0	45	1	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_866286313521928	https://www.facebook.com/148582598625640/posts/866286313521928	"Prefeitura de Pará de Minas added a new photo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19247673_866286313521928_3110601037195781599_n.jpg?oh=8486ee42e02092adf4732b50a7735c56&oe=59C3C34B	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19247673_866286313521928_3110601037195781599_n.jpg?oh=2ec26b4bcf39bd69490a7f35728e8551&oe=59CB10B4	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/866286313521928/?type=3	facebook.com	2017-07-04T15:00:00+0000	1499180400	"2017-07-04 17:00:00"	12	0	12	7	19	0	0	0	0	0	12	0	0	0	0	0	0
video	post_page_148582598625640	148582598625640_866313930185833	https://www.facebook.com/148582598625640/posts/866313930185833	"Forró do Pará vai unir tradição e cultura.  O Forró do Pará começa na quinta-feira  6 de julho com o levantamento das bandeiras dos quatro santos e a participação das guardas de congado e do Padre Ydecy Ferreira  da Paróquia de São Francisco. A festa se estende pela sexta  sábado e termina no domingo dia 9 de julho. Programação é gratuita."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19928392_866314850185741_7461457318232719360_n.jpg?oh=274215e7a34686217b8909a3d2e40181&oe=59C68234	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19928392_866314850185741_7461457318232719360_n.jpg?oh=72aecc8f5fd3d914c25446364b59cb8a&oe=59D2D18E	https://www.facebook.com/PrefeituraDeParaDeMinas/videos/866303480186878/	facebook.com	2017-07-04T14:55:56+0000	1499180156	"2017-07-04 16:55:56"	209	16	216	69	301	11	11	0	6	0	201	6	0	0	0	0	0
video	post_page_148582598625640	148582598625640_866225843527975	https://www.facebook.com/148582598625640/posts/866225843527975	"Começou o Campeonato de Futebol Amador.  Competição mais tradicional do futebol de Pará de Minas tem o apoio da Prefeitura."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19793734_866226236861269_4173285761493237760_n.jpg?oh=b1637bc023a8f4174302e62615dd2cc3&oe=59C68A68	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19793734_866226236861269_4173285761493237760_n.jpg?oh=56d337c2c64d293ddd0e992d2e0f73ed&oe=59D0AFD2	https://www.facebook.com/PrefeituraDeParaDeMinas/videos/866223570194869/	facebook.com	2017-07-04T12:26:28+0000	1499171188	"2017-07-04 14:26:28"	7	0	7	1	8	0	0	0	0	0	7	0	0	0	0	0	0
video	post_page_148582598625640	148582598625640_865841780233048	https://www.facebook.com/148582598625640/posts/865841780233048	"SEMAD termina com objetivo cumprido.  3ª Semana Municipal de Prevenção ao Uso de Álcool e Outras Drogas  movimentou Pará de Minas. Proposta foi despertar na população uma reflexão sobre o tema. Palavra-chave da programação foi  Prevenção ."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19793806_865842416899651_7259160128048332800_n.jpg?oh=9ad14819f52d152b10031c9b4705884d&oe=5A11BBC5	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19793806_865842416899651_7259160128048332800_n.jpg?oh=92bcc2d5111820711c3f48eceaae5374&oe=5A0B137F	https://www.facebook.com/PrefeituraDeParaDeMinas/videos/865834013567158/	facebook.com	2017-07-03T23:00:00+0000	1499122800	"2017-07-04 01:00:00"	12	1	13	10	24	1	1	0	1	0	12	1	0	0	0	0	0
video	post_page_148582598625640	148582598625640_865846233565936	https://www.facebook.com/148582598625640/posts/865846233565936	"Crianças são exemplo na preservação do meio ambiente.  Prefeitura e parceiros formam mais 21 Agentes Ambientais Mirins."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19793713_865847093565850_6869516039210663936_n.jpg?oh=de34774de809e48423acb68e84f34e24&oe=59C65583	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19793713_865847093565850_6869516039210663936_n.jpg?oh=f61b142e7ecc1973ef16773e9046b0bb&oe=59D44839	https://www.facebook.com/PrefeituraDeParaDeMinas/videos/865836386900254/	facebook.com	2017-07-03T21:00:00+0000	1499115600	"2017-07-03 23:00:00"	14	0	14	2	16	0	0	0	0	0	14	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_865654133585146	https://www.facebook.com/148582598625640/posts/865654133585146	"Vacinação contra o HPV para meninos.  Ministério da Saúde ampliou a faixa etária de garotos que podem ser imunizados gratuitamente.  Saiba mais: https://goo.gl/WCDBzs"	https://external.xx.fbcdn.net/safe_image.php?d=AQAsvdhJ5tzacuAj&w=130&h=130&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F07%2Fcapa.jpg&cfs=1&sx=227&sy=0&sw=530&sh=530&_nc_hash=AQD6Jm0Ir0n26IYz	https://external.xx.fbcdn.net/safe_image.php?d=AQAlHjAMi300mYlr&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F07%2Fcapa.jpg&_nc_hash=AQCYeOh0mk33-rHl	https://goo.gl/WCDBzs	goo.gl	2017-07-03T14:32:59+0000	1499092379	"2017-07-03 16:32:59"	10	2	10	0	12	2	2	0	2	0	10	0	0	0	0	0	0
video	post_page_148582598625640	148582598625640_863545670462659	https://www.facebook.com/148582598625640/posts/863545670462659	"Parcerias para cuidar das pessoas  Prefeitura mantém parcerias com entidades filantrópicas.  Saiba mais: https://goo.gl/tyBy3k"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19691765_863546333795926_8595537127729528832_n.jpg?oh=142395824bf45fdd22714edf351d7a2f&oe=5A10EE60	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19691765_863546333795926_8595537127729528832_n.jpg?oh=fe8b4ebd29567204a30d170f1680cd12&oe=59CBB9DA	https://www.facebook.com/PrefeituraDeParaDeMinas/videos/863539270463299/	facebook.com	2017-06-30T23:00:00+0000	1498863600	"2017-07-01 01:00:00"	12	0	13	12	25	0	0	0	0	0	12	1	0	0	0	0	0
video	post_page_148582598625640	148582598625640_863552647128628	https://www.facebook.com/148582598625640/posts/863552647128628	"UPA 24h agora é realidade em Pará de Minas.  Unidade de Pronto Atendimento inaugurada na tarde desta quinta-feira começou a funcionar já na noite deste dia 29 de junho."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19683480_863553097128583_1297650160041459712_n.jpg?oh=bba3825326a8ab0b80011071a303d0ba&oe=5A006ED6	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19683480_863553097128583_1297650160041459712_n.jpg?oh=0edc804bd123fafdadc3a9ca1bc5bf85&oe=59D2996C	https://www.facebook.com/PrefeituraDeParaDeMinas/videos/863544113796148/	facebook.com	2017-06-30T21:00:00+0000	1498856400	"2017-06-30 23:00:00"	431	71	458	104	633	60	38	22	86	0	430	15	9	2	1	0	0
photo	post_page_148582598625640	148582598625640_863505260466700	https://www.facebook.com/148582598625640/posts/863505260466700	"Primeira Impressão   Sinopse 80 Anos. Infinita a linha do tempo. Um homem se prepara para um encontro. A incerteza  A angustia. A espera. Virá? Quem vira? O que virá? Chegará a tempo? Ou Inês é morta? A presença onipotente da espera acompanha o homem contemporâneo em todas as fases de sua vida. Mas é na velhice que ela assume contornos mais evidentes. Se na juventude toda espera pode ser bem tolerada  na velhice ela se torna dramática. A espera. Talvez por algo que nunca venha. Aquela aposentadoria  Aquela viagem  aquela promoção  Aquela graduação  Aquela paixão que não mais pode ser correspondida... Esperas! A arte em diversos momentos retrata a angustia da espera. Em Godot essa espera assume o papel de protagonista. Em Garcia Marques  ninguém escreve ao Coronel. A espera passa a ser a razão de viver. Em Chico Esperamos o trem que nunca vem  a banda passar ou a felicidade que pode passar e nos ouvir. Já no cristianismo esperamos a salvação  o juízo final: o inferno ou o paraíso. Com cinqüenta minutos de duração  Primeira Impressão é um exercício de espera. Espera trágica. Espera poética. Espera cômica. Com estréia prevista para 30 de junho no Teatro Municipal Geraldina Campos de Almeida  as 20Hs  Primeira Impressão é um espetáculo teatral com atuação de Luiz Hermidas  direção geral de Geraldo Octaviano  dramaturgia de Alice Vieira  direção de movimento de Tiago Gambogi  direção de arte de Branca Peixoto e Bruna Cosfer  costureiro Lu Soares. fotos de Lucas Brito.  Confira este espetáculo hoje  às 20 horas  no Teatro Geraldina Campos de Almeida. Ingressos a R$15 00 na New Telecom.  Leia também em: https://goo.gl/cmsYwQ"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19510265_863505260466700_6090286395103137634_n.jpg?oh=d24fbbeec99683f98838680dedf420f8&oe=59C38D22	https://scontent.xx.fbcdn.net/v/t1.0-0/p600x600/19510265_863505260466700_6090286395103137634_n.jpg?oh=31cb5b7b8511da3d4652f6530c665a88&oe=5A1110E4	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/863505260466700/?type=3	facebook.com	2017-06-30T17:47:25+0000	1498844845	"2017-06-30 19:47:25"	1	0	3	0	3	0	0	0	0	0	1	2	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_852776114872948	https://www.facebook.com/148582598625640/posts/852776114872948	#festasjulinas2017	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/19059487_852776114872948_210692628352859984_n.jpg?oh=af8032c3f45bc87e65241c89b22a347a&oe=5A0E6E84	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/19059487_852776114872948_210692628352859984_n.jpg?oh=8d4f7990458b40aa44a67f54d5b2f4e4&oe=5A04AB73	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/852776114872948/?type=3	facebook.com	2017-06-30T13:00:00+0000	1498827600	"2017-06-30 15:00:00"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_857585581058668	https://www.facebook.com/148582598625640/posts/857585581058668	#DeOlhoNaData	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/19400188_857585581058668_6400902876676726277_n.jpg?oh=3b59eaf1ac5df4e00c3010b45b516304&oe=5A0E7805	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/19400188_857585581058668_6400902876676726277_n.jpg?oh=842ee54052e44b68cad0f851ccc38226&oe=5A0984FA	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/857585581058668/?type=3	facebook.com	2017-06-30T11:00:00+0000	1498820400	"2017-06-30 13:00:00"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_857585081058718	https://www.facebook.com/148582598625640/posts/857585081058718	#DeOlhoNaData	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/19059610_857585081058718_4040806140178097462_n.jpg?oh=d38c36336f32ac0f42b84b131d87ab38&oe=59C7D493	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/19059610_857585081058718_4040806140178097462_n.jpg?oh=350daf2a9b1cd5b79ae41aeace7c6325&oe=59C3D06C	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/857585081058718/?type=3	facebook.com	2017-06-29T11:00:00+0000	1498734000	"2017-06-29 13:00:00"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
video	post_page_148582598625640	148582598625640_861945960622630	https://www.facebook.com/148582598625640/posts/861945960622630	"Palestras e discussões movimentam a SEMAD.  Programação continua discutindo a importância da prevenção do uso de álcool e outras drogas.  Saiba mais: https://goo.gl/kydwPQ"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19621874_861946713955888_8576337554469552128_n.jpg?oh=b3b8f5a6027d6a37475cb7a2a2e47a7a&oe=5A08B0A6	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19621874_861946713955888_8576337554469552128_n.jpg?oh=1a0440e3f81400c90cb04fbdcbd87368&oe=59C3171C	https://www.facebook.com/PrefeituraDeParaDeMinas/videos/861932613957298/	facebook.com	2017-06-28T20:26:30+0000	1498681590	"2017-06-28 22:26:30"	11	0	12	5	17	0	0	0	0	0	11	1	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_857584751058751	https://www.facebook.com/148582598625640/posts/857584751058751	#DeOlhoNaData	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/19366068_857584751058751_6901390582470203648_n.jpg?oh=35ba09285072ff6e8c97ea3fcf009c80&oe=5A07A789	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/19366068_857584751058751_6901390582470203648_n.jpg?oh=5cd0ced44cf95c08adde8ce53ee31c12&oe=59C8DD76	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/857584751058751/?type=3	facebook.com	2017-06-28T11:00:00+0000	1498647600	"2017-06-28 13:00:00"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_861264847357408	https://www.facebook.com/148582598625640/posts/861264847357408	"Prevenção é a palavra-chave da SEMAD  Começou a Semana Municipal de Prevenção ao Uso de Álcool e Outras Drogas.  Saiba mais: https://goo.gl/qnfevU"	https://external.xx.fbcdn.net/safe_image.php?d=AQC0R5naBBML6YEs&w=130&h=130&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F06%2Fcapa-3.jpg&cfs=1&sx=38&sy=0&sw=530&sh=530&_nc_hash=AQC74DkkMam8xezP	https://external.xx.fbcdn.net/safe_image.php?d=AQCd6S2YRQSgHlBE&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F06%2Fcapa-3.jpg&_nc_hash=AQAhvQmJ3uzTqh_a	https://goo.gl/qnfevU	goo.gl	2017-06-27T23:00:00+0000	1498604400	"2017-06-28 01:00:00"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
video	post_page_148582598625640	148582598625640_861251260692100	https://www.facebook.com/148582598625640/posts/861251260692100	"Pará de Minas contra as drogas.  Prefeitura e COMAD alertam sobre a importância das ações de prevenção do uso de álcool e outras drogas."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19618342_861251760692050_6407335858323587072_n.jpg?oh=9f7be588aa4810634e6e0af572b25587&oe=5A046844	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19618342_861251760692050_6407335858323587072_n.jpg?oh=c587c8f5d004cb9eb59a03addb06b5ee&oe=59CB21FE	https://www.facebook.com/PrefeituraDeParaDeMinas/videos/861243857359507/	facebook.com	2017-06-27T21:00:00+0000	1498597200	"2017-06-27 23:00:00"	11	0	11	1	12	0	0	0	0	0	11	0	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_861031377380755	https://www.facebook.com/148582598625640/posts/861031377380755	"#Convite #UPA24h"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/19429735_861031377380755_8036002870434643466_n.png?oh=7d5046c4ce76ea7f956799aeaf35002e&oe=59C83242	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/19429735_861031377380755_8036002870434643466_n.png?oh=3f4be5e9425d44b6c8757fac2c65df02&oe=5A04C3BD	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/861031377380755/?type=3	facebook.com	2017-06-27T15:00:00+0000	1498575600	"2017-06-27 17:00:00"	87	3	92	11	106	3	3	0	0	0	87	4	0	1	0	0	0
link	post_page_148582598625640	148582598625640_860992180718008	https://www.facebook.com/148582598625640/posts/860992180718008	"Ressocialização para a vida  Prefeitura de Pará de Minas é parceira no trabalho de recuperação de dependentes químicos.  Saiba mais: https://goo.gl/pzt8Mf"	https://external.xx.fbcdn.net/safe_image.php?d=AQB0KpyIzIkkv7eB&w=130&h=130&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F06%2Fcapa-visita-fazendinha-1.jpg&cfs=1&sx=361&sy=0&sw=530&sh=530&_nc_hash=AQBSL4YMv4T5YukI	https://external.xx.fbcdn.net/safe_image.php?d=AQD0xsTpKGHWYwI8&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F06%2Fcapa-visita-fazendinha-1.jpg&_nc_hash=AQCIiNmBDrBP7T62	https://goo.gl/pzt8Mf	goo.gl	2017-06-27T13:00:00+0000	1498568400	"2017-06-27 15:00:00"	17	1	20	7	28	1	1	0	0	0	17	3	0	0	0	0	0
photo	post_page_148582598625640	148582598625640_857584534392106	https://www.facebook.com/148582598625640/posts/857584534392106	#DeOlhoNaData	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/19420578_857584534392106_2189200644736019822_n.jpg?oh=e7e2bcbfb41c9e869285601f4a9f45af&oe=59C5B85C	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/19420578_857584534392106_2189200644736019822_n.jpg?oh=1b4e56e3432d0851b3cc764c9d2b829f&oe=5A0182A3	https://www.facebook.com/PrefeituraDeParaDeMinas/photos/a.150980985052468.35725.148582598625640/857584534392106/?type=3	facebook.com	2017-06-27T11:00:00+0000	1498561200	"2017-06-27 13:00:00"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
video	post_page_148582598625640	148582598625640_860583920758834	https://www.facebook.com/148582598625640/posts/860583920758834		https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19530632_860584347425458_2153780173135151104_n.jpg?oh=04c92b2484120b28b7bd908b79143891&oe=59C8A3ED	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19530632_860584347425458_2153780173135151104_n.jpg?oh=7e9532c9035943c0b260a4655712a6fd&oe=5A03CE57	https://www.facebook.com/PrefeituraDeParaDeMinas/videos/860579417425951/	facebook.com	2017-06-26T23:00:00+0000	1498518000	"2017-06-27 01:00:00"	7	0	7	1	8	0	0	0	0	0	7	0	0	0	0	0	0
video	post_page_148582598625640	148582598625640_860577744092785	https://www.facebook.com/148582598625640/posts/860577744092785	"Samu divulga balanço  Pará de Minas é uma das mais de 50 cidades beneficiadas pelo serviço recém-implantado na região.  Saiba mais: https://goo.gl/XzFa5g"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19574056_860579084092651_5889695413283323904_n.jpg?oh=d40a41a167c1991abf101493f129c99e&oe=59D0D211	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19574056_860579084092651_5889695413283323904_n.jpg?oh=c94c38a379f6756b5d88c42aed25c875&oe=5A06C7AB	https://www.facebook.com/PrefeituraDeParaDeMinas/videos/860573617426531/	facebook.com	2017-06-26T21:00:00+0000	1498510800	"2017-06-26 23:00:00"	12	0	13	4	17	0	0	0	0	0	12	1	0	0	0	0	0
link	post_page_148582598625640	148582598625640_860455687438324	https://www.facebook.com/148582598625640/posts/860455687438324	"ID jovem é lançado em Pará de Minas.  Prefeitura  Conselho Municipal de Políticas Públicas para a Juventude e Governo Federal apresentaram benefícios aos jovens pará-minenses.  Saiba mais: https://goo.gl/RzAWYY"	https://external.xx.fbcdn.net/safe_image.php?d=AQCo6JU-hUwYP4zy&w=130&h=130&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F06%2Fcapa-id-jovem-6.jpg&cfs=1&sx=9&sy=0&sw=530&sh=530&_nc_hash=AQAF1Qt10QE52dcF	https://external.xx.fbcdn.net/safe_image.php?d=AQBFUUG3eOV0UYvQ&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F06%2Fcapa-id-jovem-6.jpg&_nc_hash=AQD8BCuKAALQ5HpH	https://goo.gl/RzAWYY	goo.gl	2017-06-26T19:00:00+0000	1498503600	"2017-06-26 21:00:00"	5	3	6	1	10	3	2	1	1	0	5	1	0	0	0	0	0
link	post_page_148582598625640	148582598625640_860539800763246	https://www.facebook.com/148582598625640/posts/860539800763246	"Prefeitura de Pará de Minas shared Prêmio de Música das Minas Gerais s post."	https://scontent.xx.fbcdn.net/v/t39.2147-6/c59.0.130.130/p130x130/19305110_1332528643530350_5373178535982661632_n.jpg?oh=f69fc9d0d48f3fbddac0227d10df02ee&oe=5A0992C1	https://scontent.xx.fbcdn.net/v/t39.2147-6/19305110_1332528643530350_5373178535982661632_n.jpg?oh=a76b05b2505684956b726c3ae508d65e&oe=5A0AE05B	http://www.premiodemusicaminas.com.br/site/classificados-para-a-edicao-2017/	premiodemusicaminas.com.br	2017-06-26T18:30:00+0000	1498501800	"2017-06-26 20:30:00"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_860452764105283	https://www.facebook.com/148582598625640/posts/860452764105283	"Aprendendo a dizer não!  PROERD forma mais um grupo de crianças de 5 a 11 anos em Pará de Minas.  Saiba mais: https://goo.gl/cZwCLa"	https://external.xx.fbcdn.net/safe_image.php?d=AQCY8ZGE3W7v1d_a&w=130&h=130&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F06%2Fproerd-capa.jpg&cfs=1&sx=192&sy=0&sw=530&sh=530&_nc_hash=AQAgAt8C8pV0b5_V	https://external.xx.fbcdn.net/safe_image.php?d=AQAD86Rr_Whfc-gf&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F06%2Fproerd-capa.jpg&_nc_hash=AQDwyPb57bNWYyhj	https://goo.gl/cZwCLa	goo.gl	2017-06-26T17:00:00+0000	1498496400	"2017-06-26 19:00:00"	13	0	13	4	17	0	0	0	0	0	13	0	0	0	0	0	0
link	post_page_148582598625640	148582598625640_860443997439493	https://www.facebook.com/148582598625640/posts/860443997439493	"Projeto Girassol apresenta sua mascote “Amelinha”  Saiba mais: https://goo.gl/u4EW5N"	https://external.xx.fbcdn.net/safe_image.php?d=AQBq8LmuXTKJ5aDu&w=130&h=130&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F06%2Fcapa-mascote-girassol.jpg&cfs=1&sx=6&sy=0&sw=530&sh=530&_nc_hash=AQAcgOcusRtPMtaR	https://external.xx.fbcdn.net/safe_image.php?d=AQBy9T5xSoByNBU7&url=http%3A%2F%2Fportal.parademinas.mg.gov.br%2Fwp-content%2Fuploads%2F2017%2F06%2Fcapa-mascote-girassol.jpg&_nc_hash=AQBlMC9H6KW5hisY	https://goo.gl/u4EW5N	goo.gl	2017-06-26T15:12:51+0000	1498489971	"2017-06-26 17:12:51"	11	0	11	1	12	0	0	0	0	0	11	0	0	0	0	0	0
